Geotek MSCL 7.9 - TN336_JPC19-21.raw created at 18:14:49 on 1/22/2016.,,,,,,,,,,,Geotek MSCL 7.9 - TN336_JPC19-21.out created at 18:16:30 on 1/22/2016.,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Core Depth,Section,Sect Depth,CTD ,Tr. Time ,PW Amp   ,A Gamma  ,Mag Sus  ,Temp     ,NC Res   ,,SB DEPTH,SECT NUM,SECT DEPTH,CT,PWAmp,PWVel,Den1,MS1,MS1,Imp,FP,RES
m,,cm,mm,_sec,,cps,SI x 10^-5,_C,mV,,m,,cm,cm,,m/s,g/cc,SI x 10^-5,x 10^-8 (m^3/kg),,,Ohm.m
,,,,,,,,,,,,,,,,,,,,,,
0.001,1,0.1,6.91,999,0,8095,9,20.72,275.8,,0.001,1,0.1,10.871,0,111.7439,0.8588,7.3115,8.5133,95.9695,1.097,1.1383
0.011,1,1.1,7.41,999,0,5136,11,20.72,323.9,,0.011,1,1.1,10.921,0,112.2578,1.3946,8.82,6.3246,156.5496,0.7862,0.9561
0.021,1,2.1,7.59,999,0,5118,12,20.72,411.1,,0.021,1,2.1,10.939,0,112.4428,1.3966,9.5767,6.8571,157.0394,0.785,0.7382
0.031,1,3.1,7.6,97.42,0.0011,5044,13,20.72,502,,0.031,1,3.1,10.94,0.0011,1535.008,1.4146,10.3721,7.3322,2171.411,0.7746,0.5944
0.041,1,4.1,6.97,999,0,5070,14,20.72,574.9,,0.041,1,4.1,10.877,0,111.8055,1.4164,11.3555,8.0174,158.3559,0.7736,0.5131
0.051,1,5.1,2.11,94.73,0.0035,5116,15,20.72,625.4,,0.051,1,5.1,10.391,0.0035,1515.165,1.4708,13.87,9.4303,2228.476,0.742,0.4683
0.061,1,6.1,1.22,94.72,0.0042,5069,15,20.72,654.8,,0.061,1,6.1,10.302,0.0042,1502.406,1.4957,14.2178,9.506,2247.096,0.7276,0.4455
0.071,1,7.1,0.54,94.27,0.0029,5173,15,20.72,666.9,,0.071,1,7.1,10.234,0.0029,1502.349,1.4787,14.4919,9.8007,2221.464,0.7374,0.4368
0.081,1,8.1,0.25,93.74,0.0015,5263,16,20.72,664.1,,0.081,1,8.1,10.205,0.0015,1509.839,1.46,15.5851,10.6746,2204.38,0.7483,0.4388
0.091,1,9.1,0.16,93.59,0.0019,5190,15,20.72,653.8,,0.091,1,9.1,10.196,0.0019,1511.862,1.4798,14.6483,9.8987,2237.276,0.7368,0.4463
0.101,1,10.1,0.15,94.04,0.0044,5151,16,20.72,643.8,,0.101,1,10.1,10.195,0.0044,1501.694,1.49,15.6292,10.4895,2237.498,0.7309,0.4538
