Geotek MSCL 7.9 - TN336_JPC44-55.raw created at 4:13:20 on 1/28/2016.,,,,,,,,,,,Geotek MSCL 7.9 - TN336_JPC44-55.out created at 4:14:23 on 1/28/2016.,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Core Depth,Section,Sect Depth,CTD ,Tr. Time ,PW Amp   ,A Gamma  ,Mag Sus  ,Temp     ,NC Res   ,,SB DEPTH,SECT NUM,SECT DEPTH,CT,PWAmp,PWVel,Den1,MS1,MS1,Imp,FP,RES
m,,cm,mm,_sec,,cps,SI x 10^-5,_C,mV,,m,,cm,cm,,m/s,g/cc,x 10^-8 (m^3/kg),x 10^-8 (m^3/kg),,,Ohm.m
,,,,,,,,,,,,,,,,,,,,,,
0.002,1,0.2,6.21,999,0,6622,8,18.14,182.7,,0.002,1,0.2,10.801,0,111.1717,1.134,6.6201,5.8379,126.0687,0.9374,1.7361
0.012,1,1.2,6.34,999,0,5405,11,18.14,263.1,,0.012,1,1.2,10.814,0,111.3055,1.3568,9.0715,6.686,151.0182,0.8081,1.1771
0.022,1,2.2,6.5,999,0,5352,12,18.15,378.5,,0.022,1,2.2,10.83,0,111.4702,1.366,9.8544,7.2142,152.2664,0.8028,0.7987
0.032,1,3.2,6.3,999,0,5402,13,18.15,477.3,,0.032,1,3.2,10.81,0,111.2644,1.3579,10.7322,7.9034,151.0885,0.8075,0.6236
0.042,1,4.2,5.67,999,0,5341,14,18.15,541.2,,0.042,1,4.2,10.747,0,110.6159,1.3789,11.7525,8.5232,152.5275,0.7953,0.5454
0.052,1,5.2,0.79,99.26,0.0002,5183,14,18.15,574.2,,0.052,1,5.2,10.259,0.0002,1428.432,1.4807,13.4309,9.0704,2115.145,0.7362,0.512
0.062,1,6.2,0.33,94.34,0.002,5164,15,18.16,588.5,,0.062,1,6.2,10.213,0.002,1526.607,1.4919,14.578,9.7715,2277.534,0.7298,0.4988
0.072,1,7.2,0.34,94.95,0.0019,5140,14,18.15,592,,0.072,1,7.2,10.214,0.0019,1512.961,1.4974,13.6023,9.0837,2265.558,0.7265,0.4957
