Geotek MSCL 7.9 - TN336_JPC50-61.raw created at 10:43:28 on 1/29/2016.,,,,,,,,,,,Geotek MSCL 7.9 - TN336_JPC50-61.out created at 10:44:20 on 1/29/2016.,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Core Depth,Section,Sect Depth,CTD ,Tr. Time ,PW Amp   ,A Gamma  ,Mag Sus  ,Temp     ,NC Res   ,,SB DEPTH,SECT NUM,SECT DEPTH,CT,PWAmp,PWVel,Den1,MS1,MS1,Imp,FP,RES
m,,cm,mm,µsec,,cps,SI x 10^-5,°C,mV,,m,,cm,cm,,m/s,g/cc,SI x 10^-5,x 10^-8 (m^3/kg),,,Ohm.m
,,,,,,,,,,,,,,,,,,,,,,
0.002,1,0.2,6.71,999,0,6949,17,19.04,287.8,,0.002,1,0.2,10.851,0,111.6864,1.0288,13.8834,13.4943,114.9065,0.9984,1.0905
0.012,1,1.2,6.05,999,0,5425,22,19.04,354.2,,0.012,1,1.2,10.785,0,111.007,1.3361,18.2827,13.6832,148.3219,0.8201,0.868
0.022,1,2.2,5.9,106.91,0.0009,5385,25,19.04,467.7,,0.022,1,2.2,10.77,0.0009,1355.228,1.3473,20.8587,15.4824,1825.838,0.8137,0.6394
0.032,1,3.2,5.75,101.73,0.0004,5400,27,19.05,582.3,,0.032,1,3.2,10.755,0.0004,1447.705,1.3457,22.6174,16.8077,1948.107,0.8146,0.5025
0.042,1,4.2,5.37,100.27,0.0002,5471,28,19.04,663.6,,0.042,1,4.2,10.717,0.0002,1471.509,1.334,23.6938,17.7609,1963.056,0.8213,0.4352
0.052,1,5.2,1.27,94.02,0.002,5473,30,19.03,720,,0.052,1,5.2,10.307,0.002,1548.063,1.3866,28.3959,20.4783,2146.595,0.7908,0.3979
0.062,1,6.2,-0.14,93.3,0.0094,5349,32,19.04,752.4,,0.062,1,6.2,10.166,0.0094,1543.577,1.4362,31.5165,21.9445,2216.873,0.7621,0.3791
0.072,1,7.2,-0.42,93.26,0.0095,5447,34,19.04,774.1,,0.072,1,7.2,10.138,0.0095,1540.261,1.4161,33.7541,23.8367,2181.095,0.7737,0.3674
0.082,1,8.2,-0.47,93.23,0.0048,5413,35,19.04,784.1,,0.082,1,8.2,10.133,0.0048,1540.203,1.4251,34.7964,24.4175,2194.883,0.7685,0.3623
0.092,1,9.2,-0.51,93.46,0.0072,5575,34,19.04,791.9,,0.092,1,9.2,10.129,0.0072,1534.232,1.3866,33.8408,24.4059,2127.339,0.7908,0.3584
0.102,1,10.2,-0.52,93.65,0.0162,5533,32,19.05,792.9,,0.102,1,10.2,10.128,0.0162,1529.678,1.3967,31.8592,22.8102,2136.515,0.785,0.3579
0.112,1,11.2,-0.52,93.47,0.0105,5469,30,19.05,797.1,,0.112,1,11.2,10.128,0.0105,1533.848,1.4121,29.868,21.1514,2165.961,0.776,0.3558
0.122,1,12.2,-0.52,93.68,0.0118,5543,29,19.05,774.7,,0.122,1,12.2,10.128,0.0118,1528.986,1.3943,28.8724,20.7071,2131.898,0.7864,0.3671
0.132,1,13.2,-0.52,94.2,0.0212,5511,27,19.05,787,,0.132,1,13.2,10.128,0.0212,1517.076,1.402,26.8812,19.1738,2126.908,0.7819,0.3609
0.142,1,14.2,-0.51,94.5,0.0224,5534,27,19.06,794.9,,0.142,1,14.2,10.129,0.0224,1510.438,1.3963,26.8736,19.2458,2109.074,0.7852,0.3569
0.152,1,15.2,-0.52,94.18,0.012,5389,26,19.05,799.7,,0.152,1,15.2,10.128,0.012,1517.531,1.4317,25.8856,18.0807,2172.601,0.7647,0.3545
0.162,1,16.2,-0.52,93.63,0.0051,5553,26,19.05,801.4,,0.162,1,16.2,10.128,0.0051,1530.141,1.3919,25.8856,18.5968,2129.865,0.7877,0.3537
0.172,1,17.2,-0.52,94.2,0.0178,5525,24,19.05,798.6,,0.172,1,17.2,10.128,0.0178,1517.076,1.3986,23.8944,17.0843,2121.816,0.7839,0.3551
0.182,1,18.2,-0.52,94.63,0.0342,5503,24,19.06,799.5,,0.182,1,18.2,10.128,0.0342,1507.367,1.4039,23.8944,17.02,2116.194,0.7808,0.3547
0.192,1,19.2,-0.42,94.82,0.0358,5519,23,19.06,796.8,,0.192,1,19.2,10.138,0.0358,1504.601,1.3987,22.8336,16.3252,2104.452,0.7838,0.356
0.202,1,20.2,-0.27,94.68,0.0325,5565,22,19.06,796.5,,0.202,1,20.2,10.153,0.0325,1509.964,1.3857,21.7478,15.6948,2092.311,0.7914,0.3561
0.212,1,21.2,0.04,94.86,0.0173,5477,22,19.07,793.9,,0.212,1,21.2,10.184,0.0173,1510.531,1.4024,21.5573,15.3715,2118.396,0.7817,0.3574
0.222,1,22.2,-0.01,94.6,0.0096,5526,20,19.06,789.9,,0.222,1,22.2,10.179,0.0096,1515.634,1.3914,19.6253,14.105,2108.818,0.7881,0.3594
