Geotek MSCL 7.9 - TN336_JPC15-16.raw created at 22:50:11 on 1/21/2016.,,,,,,,,,,,Geotek MSCL 7.9 - TN336_JPC15-16.out created at 22:51:16 on 1/21/2016.,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Core Depth,Section,Sect Depth,CTD ,Tr. Time ,PW Amp   ,A Gamma  ,Mag Sus  ,Temp     ,NC Res   ,,SB DEPTH,SECT NUM,SECT DEPTH,CT,PWAmp,PWVel,Den1,MS1,MS1,Imp,FP,RES
m,,cm,mm,µsec,,cps,SI x 10^-5,¡C,mV,,m,,cm,cm,,m/s,g/cc,SI x 10^-5,x 10^-8 (m^3/kg),,,Ohm.m
,,,,,,,,,,,,,,,,,,,,,,
0.01,1,1,7.49,103.06,0.0002,9956,1,18.72,146,,0.01,1,1,10.929,0.0002,,,,,,,2.4855
0.02,1,2,7.83,999,0,12319,1,18.72,162.8,,0.02,1,2,10.963,0,112.7312,0.4292,0.7931,,,1.3462,2.1902
0.03,1,3,7.67,999,0,12842,1,18.73,182.9,,0.03,1,3,10.947,0,112.5667,0.3877,0.7964,2.0541,43.644,1.3702,1.911
0.04,1,4,7.13,999,0,13142,1,18.73,193.5,,0.04,1,4,10.893,0,112.0114,0.3663,0.8077,2.2052,41.0269,1.3827,1.7897
0.05,1,5,3.03,999,0,13410,2,18.73,197.7,,0.05,1,5,10.483,0,107.7954,0.3595,1.803,5.0161,38.7474,1.3866,1.745
0.06,1,6,1.76,999,0,13429,3,18.73,201.3,,0.06,1,6,10.356,0,106.4895,0.3624,2.8011,7.73,38.5878,1.3849,1.7096
0.07,1,7,0.61,999,0,13387,4,18.73,204.3,,0.07,1,7,10.241,0,105.307,0.3698,3.8569,10.4301,38.9409,1.3806,1.6798
0.08,1,8,0.05,100.73,0.0001,6045,5,18.73,212.7,,0.08,1,8,10.185,0.0001,1372.271,1.2948,4.898,3.7828,1776.824,0.8441,1.6031
0.09,1,9,-0.05,89.32,0.003,4707,6,18.73,235.9,,0.09,1,9,10.175,0.003,1619.965,1.6212,5.8943,3.6357,2626.318,0.6547,1.4205
0.1,1,10,-0.18,89.24,0.0176,4582,6,18.73,272.9,,0.1,1,10,10.162,0.0176,1619.959,1.6596,5.9161,3.5648,2688.418,0.6325,1.1984
0.11,1,11,-0.18,89.22,0.0193,4352,7,18.73,315.6,,0.11,1,11,10.162,0.0193,1620.475,1.7297,6.9021,3.9904,2802.91,0.5918,1.0114
0.12,1,12,-0.12,88.94,0.015,4225,7,18.74,351.8,,0.12,1,12,10.168,0.015,1628.704,1.7694,6.8903,3.8941,2881.852,0.5688,0.8911
0.13,1,13,-0.12,88.84,0.0184,4151,7,18.73,378.4,,0.13,1,13,10.168,0.0184,1631.317,1.7939,6.8903,3.841,2926.399,0.5546,0.8185
0.14,1,14,-0.18,88.53,0.014,3973,8,18.73,395.8,,0.14,1,14,10.162,0.014,1638.504,1.8562,7.8881,4.2496,3041.413,0.5184,0.7766
0.15,1,15,-0.12,88.43,0.0123,3885,7,18.73,406.1,,0.15,1,15,10.168,0.0123,1642.119,1.8867,6.8903,3.652,3098.2,0.5007,0.7537
0.16,1,16,-0.17,88.19,0.008,3880,8,18.74,410.7,,0.16,1,16,10.163,0.008,1647.698,1.8895,7.8858,4.1736,3113.26,0.4992,0.7437
0.17,1,17,-0.22,88.13,0.0124,3939,8,18.74,414.2,,0.17,1,17,10.158,0.0124,1648.491,1.8691,7.8971,4.2252,3081.118,0.511,0.7365
0.18,1,18,-0.24,88.09,0.0125,3953,7,18.74,416.8,,0.18,1,18,10.156,0.0125,1649.237,1.8644,6.9139,3.7083,3074.868,0.5137,0.731
0.19,1,19,-0.24,88,0.0093,4078,8,18.74,420,,0.19,1,19,10.156,0.0093,1651.651,1.8207,7.9016,4.3398,3007.213,0.539,0.7245
0.2,1,20,-0.2,87.87,0.014,4140,8,18.74,421,,0.2,1,20,10.16,0.014,1655.802,1.799,7.8926,4.3872,2978.768,0.5516,0.7226
0.21,1,21,-0.18,88.02,0.0099,4139,8,18.74,420.1,,0.21,1,21,10.162,0.0099,1652.089,1.799,7.8881,4.3848,2972.059,0.5516,0.7244
0.22,1,22,-0.14,87.86,0.0107,4227,8,18.74,421.1,,0.22,1,22,10.166,0.0107,1657.05,1.7691,7.8791,4.4537,2931.5,0.569,0.7224
0.23,1,23,-0.1,87.87,0.0143,4004,7,18.74,421.8,,0.23,1,23,10.17,0.0143,1657.432,1.8438,6.8864,3.7348,3056.04,0.5256,0.7211
0.24,1,24,-0.1,88.06,0.0102,3958,7,18.75,423.2,,0.24,1,24,10.17,0.0102,1652.315,1.8601,6.8864,3.7022,3073.427,0.5162,0.7183
0.25,1,25,-0.05,88.09,0.0112,3919,7,18.74,426.6,,0.25,1,25,10.175,0.0112,1652.322,1.8731,6.8767,3.6713,3094.974,0.5086,0.7116
