Geotek MSCL 7.9 - TN336_JPC26-30.raw created at 1:12:28 on 1/24/2016.,,,,,,,,,,,Geotek MSCL 7.9 - TN336_JPC26-30.out created at 1:14:05 on 1/24/2016.,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Core Depth,Section,Sect Depth,CTD ,Tr. Time ,PW Amp   ,A Gamma  ,Mag Sus  ,Temp     ,NC Res   ,,SB DEPTH,SECT NUM,SECT DEPTH,CT,PWAmp,PWVel,Den1,MS1,MS1,Imp,FP,RES
m,,cm,mm,_sec,,cps,SI x 10^-5,_C,mV,,m,,cm,cm,,m/s,g/cc,SI x 10^-5,x 10^-8 (m^3/kg),,,Ohm.m
,,,,,,,,,,,,,,,,,,,,,,
0.002,1,0.2,9.34,999,0,8555,9,18.24,251.6,,0.002,1,0.2,11.114,0,114.2417,0.7787,6.8652,8.8158,88.9638,1.1434,1.2761
0.012,1,1.2,9.59,999,0,5798,12,18.24,303.5,,0.012,1,1.2,11.139,0,114.4986,1.2215,9.0953,7.446,139.8596,0.8866,1.0397
0.022,1,2.2,10.29,999,0,5462,13,18.25,386.5,,0.022,1,2.2,11.209,0,115.2182,1.2847,9.6795,7.5343,148.0241,0.8499,0.7982
0.032,1,3.2,10.09,999,0,5093,15,18.26,472.2,,0.032,1,3.2,11.189,0,115.0126,1.3714,11.2254,8.1856,157.7232,0.7997,0.6413
0.042,1,4.2,9.48,999,0,5073,15,18.25,541.6,,0.042,1,4.2,11.128,0,114.3856,1.3837,11.4011,8.2397,158.2732,0.7925,0.5521
0.052,1,5.2,4.88,95.14,0.0005,5174,16,18.26,585.6,,0.052,1,5.2,10.668,0.0005,1546.311,1.4183,13.7182,9.6725,2193.071,0.7725,0.5069
0.062,1,6.2,4.17,94.95,0.0026,5185,15,18.25,612.8,,0.062,1,6.2,10.597,0.0026,1540.262,1.425,13.1094,9.1992,2194.947,0.7685,0.4824
0.072,1,7.2,3.61,94.67,0.0029,5228,15,18.25,627.7,,0.072,1,7.2,10.541,0.0029,1538.383,1.422,13.3102,9.3601,2187.612,0.7703,0.4699
0.082,1,8.2,3.5,94.78,0.005,5173,16,18.25,634.8,,0.082,1,8.2,10.53,0.005,1534.314,1.4371,14.2402,9.909,2204.957,0.7615,0.4642
0.092,1,9.2,3.44,95.03,0.0163,5162,15,18.26,637.3,,0.092,1,9.2,10.524,0.0163,1527.875,1.4407,13.372,9.2819,2201.141,0.7595,0.4621
0.102,1,10.2,3.42,95.29,0.0157,5152,15,18.25,637.2,,0.102,1,10.2,10.522,0.0157,1521.84,1.4434,13.3793,9.2691,2196.665,0.7579,0.4622
