Geotek MSCL 7.9 - TN336_JPC44-54.raw created at 22:26:04 on 1/27/2016.,,,,,,,,,,,Geotek MSCL 7.9 - TN336_JPC44-54.out created at 22:27:53 on 1/27/2016.,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Core Depth,Section,Sect Depth,CTD ,Tr. Time ,PW Amp   ,A Gamma  ,Mag Sus  ,Temp     ,NC Res   ,,SB DEPTH,SECT NUM,SECT DEPTH,CT,PWAmp,PWVel,Den1,MS1,MS1,Imp,FP,RES
m,,cm,mm,µsec,,cps,SI x 10^-5,¡C,mV,,m,,cm,cm,,m/s,g/cc,x 10^-8 (m^3/kg),x 10^-8 (m^3/kg),,,Ohm.m
,,,,,,,,,,,,,,,,,,,,,,
0.003,1,0.3,6.16,999,0,7483,9,17.96,218,,0.003,1,0.3,10.796,0,111.1203,1.0052,7.4575,7.4189,111.6987,1.0121,1.4381
0.013,1,1.3,6.16,999,0,5172,12,17.96,264.3,,0.013,1,1.3,10.796,0,111.1203,1.4095,9.9434,7.0543,156.6287,0.7775,1.1713
0.023,1,2.3,6.47,999,0,5169,14,17.96,336.4,,0.023,1,2.3,10.827,0,111.4393,1.4062,11.5059,8.1824,156.7031,0.7795,0.9056
0.033,1,3.3,6.32,999,0,5110,15,17.96,404.5,,0.033,1,3.3,10.812,0,111.285,1.4214,12.3767,8.7076,158.1774,0.7707,0.7441
0.043,1,4.3,5.5,999,0,5001,16,17.97,456.8,,0.043,1,4.3,10.73,0,110.4409,1.4574,13.4924,9.2576,160.9607,0.7497,0.6535
0.053,1,5.3,1.24,100.1,0.0001,4891,16,17.96,486.3,,0.053,1,5.3,10.304,0.0001,1418.112,1.5449,15.1572,9.8108,2190.91,0.699,0.6114
0.063,1,6.3,0.74,98.61,0.0002,5019,17,17.97,501.4,,0.063,1,6.3,10.254,0.0002,1440.776,1.5207,16.3319,10.7398,2190.967,0.7131,0.5917
0.073,1,7.3,0.28,125.38,0.0001,5081,17,17.97,505.9,,0.073,1,7.3,10.208,0.0001,1042.271,1.5125,16.5451,10.9393,1576.382,0.7178,0.5861
0.083,1,8.3,0.18,125.89,0.0002,5087,17,17.98,504.5,,0.083,1,8.3,10.198,0.0002,1035.856,1.5125,16.592,10.97,1566.715,0.7178,0.5878
0.093,1,9.3,0.16,140.51,0.0001,5040,18,17.98,503,,0.093,1,9.3,10.196,0.0001,901.7424,1.5242,17.5779,11.5326,1374.429,0.711,0.5897
0.103,1,10.3,0.07,104.6,0.0002,5059,19,17.98,496.6,,0.103,1,10.3,10.187,0.0002,1320.244,1.5209,18.6018,12.2308,2007.965,0.7129,0.5978
0.113,1,11.3,0.01,93.23,0.0004,4871,16,17.98,498.2,,0.113,1,11.3,10.181,0.0004,1547.5,1.5687,15.6913,10.0027,2427.59,0.6852,0.5958
0.123,1,12.3,-0.1,94.27,0.0019,4837,20,17.98,497,,0.123,1,12.3,10.17,0.0019,1521.772,1.5792,19.6755,12.4594,2403.126,0.6791,0.5973
0.133,1,13.3,-0.22,99.2,0.0018,4867,20,17.98,497.3,,0.133,1,13.3,10.158,0.0018,1415.552,1.5733,19.7427,12.5486,2227.082,0.6825,0.5969
0.143,1,14.3,-0.18,94.07,0.0011,4789,20,17.98,500.7,,0.143,1,14.3,10.162,0.0011,1525.139,1.5929,19.7202,12.38,2429.405,0.6712,0.5926
0.153,1,15.3,-0.17,93.67,0.0007,4800,20,17.99,508.2,,0.153,1,15.3,10.163,0.0007,1534.501,1.5899,19.7146,12.4001,2439.66,0.6729,0.5833
0.163,1,16.3,-0.17,93.42,0.0007,4853,21,17.98,512.6,,0.163,1,16.3,10.163,0.0007,1540.315,1.5761,20.7004,13.1337,2427.723,0.6809,0.5779
0.173,1,17.3,-0.17,93.66,0.0036,4883,21,17.98,514,,0.173,1,17.3,10.163,0.0036,1534.733,1.5684,20.7004,13.1982,2407.113,0.6854,0.5762
0.183,1,18.3,-0.16,93.93,0.0014,4815,21,17.99,514.1,,0.183,1,18.3,10.164,0.0014,1528.651,1.5858,20.6945,13.0498,2424.14,0.6753,0.5761
0.193,1,19.3,-0.12,94.17,0.0007,4953,21,17.99,512.7,,0.193,1,19.3,10.168,0.0007,1523.753,1.5499,20.671,13.3366,2361.733,0.6961,0.5778
0.203,1,20.3,-0.07,94.62,0.0007,4985,21,17.99,510.2,,0.203,1,20.3,10.173,0.0007,1514.29,1.5412,20.6417,13.3932,2333.826,0.7012,0.5808
0.213,1,21.3,-0.07,99.1,0.0011,4995,21,17.99,505.5,,0.213,1,21.3,10.173,0.0011,1419.62,1.5387,20.6417,13.4148,2184.4,0.7026,0.5866
0.223,1,22.3,-0.07,101.54,0.0003,5061,21,18,501.5,,0.223,1,22.3,10.173,0.0003,1372.874,1.5225,20.6417,13.5577,2090.216,0.712,0.5916
0.233,1,23.3,0.03,98.83,0.0004,4972,23,18,499.3,,0.233,1,23.3,10.183,0.0004,1426.39,1.5429,22.5435,14.611,2200.805,0.7002,0.5943
0.243,1,24.3,0.04,104.97,0.0003,4749,23,17.99,499.6,,0.243,1,24.3,10.184,0.0003,1313.556,1.6,22.5371,14.0858,2101.674,0.6671,0.594
0.253,1,25.3,0.09,103.51,0.0003,4768,25,18,501.1,,0.253,1,25.3,10.189,0.0003,1339.424,1.5942,24.4622,15.3446,2135.301,0.6704,0.5921
0.263,1,26.3,0.14,98.1,0.0005,4682,26,18,506.8,,0.263,1,26.3,10.194,0.0005,1442.683,1.6163,25.4047,15.7179,2331.795,0.6576,0.585
0.273,1,27.3,0.25,93.76,0.0013,4598,28,17.99,506.6,,0.273,1,27.3,10.205,0.0013,1538.751,1.6374,27.2739,16.6567,2519.575,0.6454,0.5853
0.283,1,28.3,0.34,93.7,0.0067,4509,28,18.01,502.3,,0.283,1,28.3,10.214,0.0067,1541.503,1.6608,27.2046,16.3805,2560.118,0.6318,0.5906
0.293,1,29.3,0.36,99,0.0077,4556,29,18.01,503.7,,0.293,1,29.3,10.216,0.0077,1427.613,1.6473,28.1603,17.095,2351.682,0.6396,0.5889
0.303,1,30.3,0.35,93.57,0.003,4741,30,18.01,504.3,,0.303,1,30.3,10.215,0.003,1544.685,1.5972,29.1396,18.2436,2467.239,0.6687,0.588
0.313,1,31.3,0.36,93.5,0.0015,4598,30,18.02,491.8,,0.313,1,31.3,10.216,0.0015,1546.473,1.6357,29.1313,17.8102,2529.492,0.6464,0.6041
0.323,1,32.3,0.4,93.86,0.0103,4593,30,18.02,488.2,,0.323,1,32.3,10.22,0.0103,1538.693,1.6364,29.0984,17.7821,2517.9,0.6459,0.6088
0.333,1,33.3,0.3,94.03,0.0097,4530,29,18.01,479.7,,0.333,1,33.3,10.21,0.0097,1533.263,1.6555,28.2081,17.0387,2538.358,0.6348,0.6203
0.343,1,34.3,0.31,94.22,0.009,4583,29,18.02,467.7,,0.343,1,34.3,10.211,0.009,1529.051,1.6406,28.2001,17.189,2508.549,0.6435,0.6373
0.353,1,35.3,0.29,94.03,0.009,4551,29,18.02,457.8,,0.353,1,35.3,10.209,0.009,1533.113,1.6498,28.216,17.1026,2529.341,0.6382,0.652
0.363,1,36.3,0.29,94.38,0.0283,4545,29,18.02,448.3,,0.363,1,36.3,10.209,0.0283,1525.097,1.6515,28.216,17.0853,2518.674,0.6372,0.6668
0.373,1,37.3,0.34,94.71,0.0316,4613,28,18.02,447.6,,0.373,1,37.3,10.214,0.0316,1518.359,1.6319,27.2046,16.671,2477.737,0.6486,0.6679
0.383,1,38.3,0.24,94.92,0.0171,4573,27,18.02,446.8,,0.383,1,38.3,10.204,0.0171,1512.152,1.6445,26.3073,15.9972,2486.718,0.6412,0.6692
0.393,1,39.3,0.26,94.68,0.0124,4515,27,18.02,447.4,,0.393,1,39.3,10.206,0.0124,1517.846,1.6604,26.2924,15.835,2520.233,0.632,0.6681
0.403,1,40.3,0.14,94.43,0.0085,4601,27,18.02,446.2,,0.403,1,40.3,10.194,0.0085,1521.72,1.6384,26.3818,16.1026,2493.117,0.6448,0.6701
0.413,1,41.3,0.18,94.85,0.0075,4700,26,18.03,445,,0.413,1,41.3,10.198,0.0075,1512.832,1.6108,25.3759,15.7534,2436.905,0.6608,0.672
0.423,1,42.3,0.13,94.18,0.0044,4632,26,18.03,443,,0.423,1,42.3,10.193,0.0044,1527.27,1.63,25.4119,15.59,2489.465,0.6496,0.6752
0.433,1,43.3,0.1,94.05,0.0072,4730,25,18.03,438.8,,0.433,1,43.3,10.19,0.0072,1529.8,1.6041,24.4553,15.2457,2453.925,0.6647,0.6821
0.443,1,44.3,0.17,94.45,0.0032,4856,25,18.03,437.8,,0.443,1,44.3,10.197,0.0032,1521.713,1.5701,24.4069,15.5448,2389.236,0.6844,0.6838
0.453,1,45.3,0.19,94.11,0.0018,4827,25,18.04,441.9,,0.453,1,45.3,10.199,0.0018,1529.773,1.5773,24.393,15.4655,2412.842,0.6802,0.677
0.463,1,46.3,0.12,93.8,0.0058,4722,26,18.03,438.2,,0.463,1,46.3,10.192,0.0058,1535.865,1.6059,25.4191,15.8286,2466.438,0.6636,0.6832
0.473,1,47.3,0.12,94.16,0.0102,4630,26,18.04,426,,0.473,1,47.3,10.192,0.0102,1527.578,1.6307,25.4191,15.5877,2491.046,0.6492,0.7041
0.483,1,48.3,0.08,94.28,0.0103,4548,26,18.03,407.9,,0.483,1,48.3,10.188,0.0103,1524.237,1.654,25.4479,15.3852,2521.16,0.6357,0.7373
0.493,1,49.3,0.2,94.08,0.0121,4618,26,18.04,408,,0.493,1,49.3,10.2,0.0121,1530.612,1.6327,25.3616,15.5333,2499.062,0.6481,0.7372
0.503,1,50.3,0.29,94.17,0.0232,4594,26,18.04,406.4,,0.503,1,50.3,10.209,0.0232,1529.897,1.6379,25.2971,15.4451,2505.781,0.6451,0.7404
0.513,1,51.3,0.34,94.49,0.0318,4600,26,18.04,405.3,,0.513,1,51.3,10.214,0.0318,1523.341,1.6354,25.2614,15.4464,2491.305,0.6465,0.7424
0.523,1,52.3,0.39,94.47,0.0286,4664,26,18.04,403.3,,0.523,1,52.3,10.219,0.0286,1524.541,1.6172,25.2258,15.5986,2465.463,0.6571,0.7464
0.533,1,53.3,0.43,94.5,0.0471,4524,26,18.04,401.7,,0.533,1,53.3,10.223,0.0471,1524.456,1.6551,25.1973,15.224,2523.136,0.6351,0.7494
0.543,1,54.3,0.48,94.54,0.0289,4566,26,18.05,401.4,,0.543,1,54.3,10.228,0.0289,1524.292,1.6426,25.1618,15.3185,2503.758,0.6424,0.7502
0.553,1,55.3,0.53,94.45,0.0208,4511,25,18.05,400,,0.553,1,55.3,10.233,0.0208,1527.086,1.6571,24.16,14.5793,2530.604,0.6339,0.753
0.563,1,56.3,0.69,94.57,0.0451,4554,25,18.05,400.3,,0.563,1,56.3,10.249,0.0451,1526.739,1.6425,24.0513,14.6428,2507.721,0.6424,0.7522
0.573,1,57.3,0.85,94.89,0.0487,4594,24,18.06,398.1,,0.573,1,57.3,10.265,0.0487,1521.868,1.6289,22.9857,14.1108,2479.033,0.6503,0.7567
0.583,1,58.3,1.22,94.98,0.0168,4562,22,18.05,398.3,,0.583,1,58.3,10.302,0.0168,1525.318,1.6319,20.8528,12.7784,2489.129,0.6486,0.7564
0.593,1,59.3,3.28,95.5,0.003,4616,22,18.05,397.6,,0.593,1,59.3,10.508,0.003,1543.932,1.5854,19.6982,12.4248,2447.743,0.6755,0.7577
0.603,1,60.3,3.1,95.96,0.0014,4614,21,18.06,394.5,,0.603,1,60.3,10.49,0.0014,1530.94,1.5887,18.8957,11.8942,2432.127,0.6736,0.7642
0.613,1,61.3,3.17,101.63,0.0002,4576,21,18.06,385.6,,0.613,1,61.3,10.497,0.0002,1414.881,1.5978,18.8595,11.8036,2260.666,0.6683,0.7829
0.623,1,62.3,3.18,95.46,0.0024,4459,20,18.06,366.2,,0.623,1,62.3,10.498,0.0024,1543.37,1.6297,17.9565,11.0182,2515.249,0.6498,0.8271
0.633,1,63.3,2.81,95.1,0.0029,4443,19,18.06,334.6,,0.633,1,63.3,10.461,0.0029,1546.113,1.64,17.2326,10.5079,2535.575,0.6439,0.9109
0.643,1,64.3,2.77,95.43,0.0032,4452,18,18.06,281.3,,0.643,1,64.3,10.457,0.0032,1538.02,1.6381,16.3436,9.9774,2519.377,0.645,1.0957
0.653,1,65.3,3.04,95.42,0.0159,4463,17,18.06,196.4,,0.653,1,65.3,10.484,0.0159,1542.218,1.6308,15.3217,9.3953,2515.006,0.6492,1.6077
0.663,1,66.3,5.71,999,0,4468,17,18.07,108.2,,0.663,1,66.3,10.751,0,110.6571,1.5889,14.2557,8.972,175.8244,0.6735,3.0344
0.673,1,67.3,6.76,999,0,5014,16,18.07,61.2,,0.673,1,67.3,10.856,0,111.7378,1.4375,13.0495,9.0779,160.6246,0.7613,5.5778
0.683,2,0.4,6.69,999,0,6246,14,18.07,72.6,,0.683,2,0.4,10.849,0,111.6658,1.192,11.4394,9.5968,133.106,0.9037,4.6477
0.693,2,1.4,6.53,999,0,4531,14,18.07,137.7,,0.693,2,1.4,10.833,0,111.5011,1.5601,11.4877,7.3637,173.9476,0.6902,2.3465
0.703,2,2.4,6.37,102.53,0.0001,4571,13,18.07,222.4,,0.703,2,2.4,10.817,0.0001,1440.538,1.5518,10.7123,6.9031,2235.456,0.695,1.408
0.713,2,3.4,5.61,97.09,0.0011,4518,13,18.07,296.4,,0.713,2,3.4,10.741,0.0011,1542.139,1.5769,10.9305,6.9317,2431.788,0.6805,1.0363
0.723,2,4.4,4.81,999,0,4608,12,18.08,346,,0.723,2,4.4,10.661,0.00155,1535.4075,1.5647,10.308,6.5877,171.7006,0.6875,0.8789
