Geotek MSCL 7.9 - TN336_JPC26-29.raw created at 20:59:58 on 1/23/2016.,,,,,,,,,,,Geotek MSCL 7.9 - TN336_JPC26-29.out created at 21:00:52 on 1/23/2016.,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Core Depth,Section,Sect Depth,CTD ,Tr. Time ,PW Amp   ,A Gamma  ,Mag Sus  ,Temp     ,NC Res   ,,SB DEPTH,SECT NUM,SECT DEPTH,CT,PWAmp,PWVel,Den1,MS1,MS1,Imp,FP,RES
m,,cm,mm,µsec,,cps,SI x 10^-5,¡C,mV,,m,,cm,cm,,m/s,g/cc,SI x 10^-5,x 10^-8 (m^3/kg),,,Ohm.m
,,,,,,,,,,,,,,,,,,,,,,
0.003,1,0.3,6.45,999,0,6388,11,19.54,289.5,,0.003,1,0.3,10.825,0,111.271,1.1397,9.0451,7.9363,126.8183,0.934,1.0947
0.013,1,1.3,5.93,999,0,5104,13,19.54,356.8,,0.013,1,1.3,10.773,0,110.7365,1.4216,10.8379,7.6238,157.4218,0.7705,0.871
0.023,1,2.3,5.84,100.52,0.0031,5063,15,19.54,447.7,,0.023,1,2.3,10.764,0.0031,1447.358,1.433,12.5352,8.7477,2074.016,0.7639,0.6798
0.033,1,3.3,5.45,95.69,0.0004,5086,16,19.55,530.6,,0.033,1,3.3,10.725,0.0004,1542.278,1.4324,13.5104,9.4318,2209.203,0.7643,0.5646
0.043,1,4.3,4.75,999,0,5081,16,19.55,592,,0.043,1,4.3,10.655,0,109.5236,1.4431,13.7662,9.5394,158.0528,0.7581,0.501
0.053,1,5.3,0.82,93.1,0.0007,5198,16,19.55,631.3,,0.053,1,5.3,10.262,0.0007,1532.786,1.4683,15.3367,10.4455,2250.537,0.7435,0.467
0.063,1,6.3,0.43,92.94,0.0006,5175,16,19.55,658.7,,0.063,1,6.3,10.223,0.0006,1530.618,1.4797,15.506,10.4789,2264.917,0.7368,0.4458
0.073,1,7.3,0.2,93.21,0.0029,5133,16,19.55,677.1,,0.073,1,7.3,10.2,0.0029,1521.026,1.4939,15.6071,10.4472,2272.272,0.7286,0.4325
0.083,1,8.3,0.05,93.59,0.0054,5141,16,19.55,690.5,,0.083,1,8.3,10.185,0.0054,1510.231,1.494,15.6736,10.4908,2256.336,0.7285,0.4234
0.093,1,9.3,-0.13,93.93,0.0161,5002,16,19.55,700,,0.093,1,9.3,10.167,0.0161,1500,1.5334,15.7538,10.2741,2300.036,0.7057,0.4171
0.103,1,10.3,-0.24,94.18,0.0152,5034,15,19.55,702.7,,0.103,1,10.3,10.156,0.0152,1492.871,1.5265,14.8154,9.7058,2278.801,0.7097,0.4154
0.113,1,11.3,-0.24,93.85,0.0239,5011,15,19.55,704.7,,0.113,1,11.3,10.156,0.0239,1500.148,1.5326,14.8154,9.6668,2299.131,0.7061,0.4141
0.123,1,12.3,-0.29,93.89,0.0189,5098,15,19.56,704.7,,0.123,1,12.3,10.151,0.0189,1498.524,1.5103,14.8365,9.8237,2263.177,0.7191,0.4141
0.133,1,13.3,-0.24,94.44,0.0061,5127,14,19.56,702.8,,0.133,1,13.3,10.156,0.0061,1487.187,1.5019,13.8277,9.2066,2233.669,0.7239,0.4153
0.143,1,14.3,-0.25,93.95,0.0094,5052,14,19.57,699.4,,0.143,1,14.3,10.155,0.0094,1497.788,1.5218,13.8317,9.0889,2279.36,0.7124,0.4175
0.153,1,15.3,-0.29,94.25,0.0238,5031,14,19.58,694.3,,0.153,1,15.3,10.151,0.0238,1490.602,1.528,13.8474,9.0624,2277.651,0.7088,0.4209
0.163,1,16.3,-0.3,94.71,0.0227,5022,14,19.58,686.4,,0.163,1,16.3,10.15,0.0227,1480.455,1.5306,13.8513,9.0498,2265.93,0.7073,0.4262
0.173,1,17.3,-0.29,94.61,0.017,4995,14,19.59,679.1,,0.173,1,17.3,10.151,0.017,1482.764,1.5377,13.8474,9.0055,2279.982,0.7032,0.4312
0.183,1,18.3,-0.29,94.71,0.0283,5034,14,19.59,676.4,,0.183,1,18.3,10.151,0.0283,1480.601,1.5272,13.8474,9.0671,2261.185,0.7093,0.433
0.193,1,19.3,-0.3,94.82,0.015,5078,15,19.59,674.3,,0.193,1,19.3,10.15,0.015,1478.083,1.5157,14.8407,9.7914,2240.309,0.716,0.4345
0.203,1,20.3,-0.25,94.61,0.0211,5038,15,19.59,677,,0.203,1,20.3,10.155,0.0211,1483.348,1.5255,14.8196,9.7143,2262.906,0.7102,0.4326
0.213,1,21.3,-0.24,94.72,0.0093,4946,16,19.58,679.9,,0.213,1,21.3,10.156,0.0093,1481.114,1.5502,15.8031,10.1945,2295.971,0.696,0.4306
0.223,1,22.3,-0.19,94.8,0.0106,4945,15,19.59,684.1,,0.223,1,22.3,10.161,0.0106,1480.116,1.5497,14.7944,9.5468,2293.698,0.6962,0.4277
