Geotek MSCL 7.9 - TN336_JPC38-47.raw created at 6:56:26 on 1/26/2016.,,,,,,,,,,,Geotek MSCL 7.9 - TN336_JPC38-47.out created at 6:58:23 on 1/26/2016.,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
Core Depth,Section,Sect Depth,CTD ,Tr. Time ,PW Amp   ,A Gamma  ,Mag Sus  ,Temp     ,NC Res   ,,SB DEPTH,SECT NUM,SECT DEPTH,CT,PWAmp,PWVel,Den1,MS1,MS1,Imp,FP,RES
m,,cm,mm,µsec,,cps,SI x 10^-5,°C,mV,,m,,cm,cm,,m/s,g/cc,SI x 10^-5,x 10^-8 (m^3/kg),,,Ohm.m
,,,,,,,,,,,,,,,,,,,,,,
0.002,1,0.2,5.06,102.56,0.0001,6799,72,19.69,207.8,,0.002,1,0.2,10.686,0.0001,1406.053,1.0803,61.4344,56.8694,1518.919,0.9685,1.4949
0.012,1,1.2,5.45,95.59,0.0003,4595,83,19.69,251,,0.012,1,1.2,10.725,0.0003,1553.672,1.5572,70.0854,45.0074,2419.375,0.6919,1.2258
0.022,1,2.2,5.45,96.12,0.0007,4555,90,19.7,324,,0.022,1,2.2,10.725,0.0007,1541.834,1.5685,75.9962,48.4519,2418.351,0.6853,0.9373
0.032,1,3.2,5.14,95.72,0.0005,4598,94,19.7,401.5,,0.032,1,3.2,10.694,0.0005,1546.27,1.5609,80.0343,51.2756,2413.521,0.6898,0.7479
0.042,1,4.2,4.53,96.26,0.0001,4682,96,19.7,463.1,,0.042,1,4.2,10.633,0.0001,1525.538,1.5463,83.0879,53.7324,2358.982,0.6982,0.6437
0.052,1,5.2,0.54,94.14,0.006,4666,98,19.69,503.9,,0.052,1,5.2,10.234,0.006,1514.353,1.6112,94.6803,58.763,2439.96,0.6605,0.5889
0.062,1,6.2,0.12,94.13,0.0014,4849,99,19.7,527.8,,0.062,1,6.2,10.192,0.0014,1508.362,1.5661,96.788,61.8008,2362.288,0.6867,0.561
0.072,1,7.2,-0.16,94.02,0.0038,4807,102,19.69,539,,0.072,1,7.2,10.164,0.0038,1506.671,1.5821,100.5161,63.5322,2383.744,0.6774,0.5487
0.082,1,8.2,-0.39,94.19,0.003,4678,105,19.69,540.7,,0.082,1,8.2,10.141,0.003,1499.482,1.6225,104.1515,64.1916,2432.926,0.654,0.5468
0.092,1,9.2,-0.43,94.44,0.0035,4575,109,19.7,536.4,,0.092,1,9.2,10.137,0.0035,1493.371,1.6535,108.2424,65.4634,2469.259,0.636,0.5515
0.102,1,10.2,-0.48,94.23,0.0033,4544,115,19.69,532.3,,0.102,1,10.2,10.132,0.0033,1497.266,1.6636,114.3636,68.7446,2490.852,0.6302,0.5559
0.112,1,11.2,-0.49,94.09,0.0063,4571,122,19.69,527.9,,0.112,1,11.2,10.131,0.0063,1500.222,1.6557,121.3594,73.2999,2483.851,0.6348,0.5608
0.122,1,12.2,-0.45,94.1,0.0076,4479,130,19.69,519.3,,0.122,1,12.2,10.135,0.0076,1500.592,1.6829,129.1701,76.7556,2525.309,0.619,0.5706
0.132,1,13.2,-0.5,93.82,0.0072,4405,137,19.7,512.4,,0.132,1,13.2,10.13,0.0072,1506.096,1.7067,136.3195,79.8744,2570.412,0.6052,0.5786
0.142,1,14.2,-0.49,93.74,0.0078,4358,145,19.7,503.9,,0.142,1,14.2,10.131,0.0078,1508.038,1.7213,144.2387,83.794,2595.859,0.5967,0.5889
0.152,1,15.2,-0.46,93.67,0.0066,4310,152,19.7,491.9,,0.152,1,15.2,10.134,0.0066,1510.058,1.7362,151.0727,87.0131,2621.773,0.588,0.6041
0.162,1,16.2,-0.5,93.7,0.0059,4265,160,19.71,472.7,,0.162,1,16.2,10.13,0.0059,1508.788,1.7515,159.2053,90.8962,2642.653,0.5792,0.6299
0.172,1,17.2,-0.53,93.37,0.0032,4164,167,19.7,454.1,,0.172,1,17.2,10.127,0.0032,1515.791,1.7856,166.3128,93.1425,2706.555,0.5594,0.6571
0.182,1,18.2,-0.49,93.41,0.0057,4036,175,19.71,440.7,,0.182,1,18.2,10.131,0.0057,1515.482,1.8289,174.0812,95.1833,2771.673,0.5343,0.6782
0.192,1,19.2,-0.5,92.98,0.0057,4058,182,19.71,432.3,,0.192,1,19.2,10.13,0.0057,1525.143,1.8214,181.096,99.4275,2777.877,0.5386,0.692
0.202,1,20.2,-0.55,92.76,0.0059,4053,188,19.71,428.8,,0.202,1,20.2,10.125,0.0059,1529.456,1.824,187.3332,102.7028,2789.779,0.5371,0.698
0.212,1,21.2,-0.55,92.52,0.0059,3957,193,19.71,424.1,,0.212,1,21.2,10.125,0.0059,1535.021,1.8581,192.3155,103.5013,2852.218,0.5173,0.7061
0.222,1,22.2,-0.55,92.45,0.0056,4097,197,19.71,419.1,,0.222,1,22.2,10.125,0.0056,1536.652,1.8088,196.3013,108.5276,2779.447,0.546,0.715
